9.684096384803291338e-03,9.642350125368641736e-03,-1.350218159455391850e-03,-3.206150558325596318e-03
9.524916404101194806e-03,9.322397995169096063e-03,-1.832501870495213941e-03,-3.189327232777148299e-03
9.317825826058719757e-03,9.005087373486059948e-03,-2.307891080187429028e-03,-3.154440946153066160e-03
9.063675543799854309e-03,8.691885918817891452e-03,-2.773162303643872655e-03,-3.108278115905880289e-03
8.763636641874961164e-03,8.383580760699260379e-03,-3.225140636742515523e-03,-3.057640724418453967e-03
8.419193911263531810e-03,8.080283589873603692e-03,-3.660732208674453460e-03,-3.009213640802031828e-03
8.032136152129106671e-03,7.781448903332335854e-03,-4.076955902370042566e-03,-2.969434563779108430e-03
7.604543358983448936e-03,7.485905034223265010e-03,-4.470973915940147127e-03,-2.944368733415694220e-03
7.138770924888093207e-03,7.191897385419377016e-03,-4.840120753608246826e-03,-2.939590482631712978e-03
6.637431041451487268e-03,6.897143083654803247e-03,-5.181930256053152162e-03,-2.960073589919764644e-03
6.103371509071139206e-03,6.598896081774874994e-03,-5.494160307361850050e-03,-3.010092253992538609e-03
5.539652206556102028e-03,6.294021562840429115e-03,-5.774814888552990376e-03,-3.093134341087901400e-03
4.949519500418990414e-03,5.979078344384184882e-03,-6.022163185428754464e-03,-3.211828358807901698e-03
4.336378901271099526e-03,5.650407846583800110e-03,-6.234755500809338255e-03,-3.367885389562625797e-03
3.703766297469704948e-03,5.304228076722104605e-03,-6.411435767372518878e-03,-3.562056975312909071e-03
3.055318114101064110e-03,4.936730995919855550e-03,-6.551350506649462890e-03,-3.794109687172606080e-03
2.394740758258621927e-03,4.544181574219064226e-03,-6.653954131433062469e-03,-4.062816842731283538e-03
1.725779719197357686e-03,4.123016807700035508e-03,-6.719010542096721765e-03,-4.365967555175397086e-03
1.052188694202116706e-03,3.669942967008342147e-03,-6.746591021223724734e-03,-4.700393016099013374e-03
3.776991078784536779e-04,3.182029370551392802e-03,-6.737068484621356636e-03,-5.062009633067178667e-03
-2.940096158740765873e-04,2.656797027324901694e-03,-6.691108199361674169e-03,-5.445878368258131805e-03
-9.593386835608917100e-04,2.092300573007245014e-03,-6.609655130107436848e-03,-5.846279360452359165e-03
-1.614797136363800090e-03,1.487202027327054650e-03,-6.493918122855076372e-03,-6.256800663597238653e-03
-2.257027325050215034e-03,8.408350290612385050e-04,-6.345351179632978574e-03,-6.670439705161084268e-03
-2.882828378990722959e-03,1.532583552706969507e-04,-6.165632117987345472e-03,-7.079715860103343028e-03
-3.489177423960806122e-03,-5.747022988950409479e-04,-5.956638944707979590e-03,-7.476792354684122684e-03
-4.073248337915822727e-03,-1.341425117011722182e-03,-5.720424303715189278e-03,-7.853605561198523030e-03
-4.632427871214172578e-03,-2.144476171722197854e-03,-5.459188382951107692e-03,-8.201999622250311789e-03
-5.164328997250686691e-03,-2.980607074597517100e-03,-5.175250684175655529e-03,-8.513864253098414950e-03
-5.666801400551299550e-03,-3.845766473256197714e-03,-4.871021072513474076e-03,-8.781273514173819003e-03
-6.137939051450521169e-03,-4.735125381301988866e-03,-4.548970529257378645e-03,-8.996623323871759739e-03
-6.576084858890529281e-03,-5.643116104001041390e-03,-4.211602031699835519e-03,-9.152765494521245340e-03
-6.979832435003219260e-03,-6.563484302996728907e-03,-3.861421977602873517e-03,-9.243136121914961520e-03
-7.348025046323146056e-03,-7.489353530198254900e-03,-3.500912559374353382e-03,-9.261876240379291608e-03
-7.679751866097741554e-03,-8.413301357640977363e-03,-3.132505474228500057e-03,-9.203942770030079309e-03
-7.974341679597535607e-03,-9.327446039836026492e-03,-2.758557331803393811e-03,-9.065207929051381439e-03
-8.231354228997837807e-03,-1.022354247095832828e-02,-2.381327090227694596e-03,-8.842545459495520024e-03
-8.450569415758729316e-03,-1.109308604398809468e-02,-2.002955815927250516e-03,-8.533902217657044625e-03
-8.631974605977626308e-03,-1.192742288516025588e-02,-1.625449022108972153e-03,-8.138353906433621818e-03
-8.775750307496124614e-03,-1.271786482699515525e-02,-1.250661796534808298e-03,-7.656143973683731535e-03
-8.882254506251354223e-03,-1.345580739860916496e-02,-8.802868816820878881e-04,-7.088704963424585261e-03
-8.952005963194889157e-03,-1.413284905434403389e-02,-5.158458205371232921e-04,-6.438661881430018420e-03
-8.985666781871468403e-03,-1.474090983196842640e-02,-1.586832300008686231e-04,-5.709817418776245296e-03
-8.984024560360320821e-03,-1.527234763028415335e-02,1.900357878619167310e-04,-4.907119161389034666e-03
-8.947974439732827440e-03,-1.572007032292587619e-02,5.293251377917334048e-04,-4.036609195893606054e-03
-8.878501354562107553e-03,-1.607764198001564171e-02,8.583742175257638588e-04,-3.105356797384765943e-03
-8.776662779510375698e-03,-1.633938155120426977e-02,1.176541536974816957e-03,-2.121375148661793809e-03
-8.643572249874893754e-03,-1.650045247115125915e-02,1.483345653977639032e-03,-1.093523288866655313e-03
-8.480383913519462524e-03,-1.655694177991905852e-02,1.778453651475247164e-03,-3.139471857085702339e-05
-8.288278347241334262e-03,-1.650592750398794870e-02,2.061667418078627807e-03,1.054805705139860153e-03
-8.068449842758019727e-03,-1.634553321622752090e-02,2.332908026574289501e-03,2.154394768985954355e-03
-7.822095336618681977e-03,-1.607496888252099923e-02,2.592198532578031574e-03,3.256351831421856052e-03
-7.550405124955104907e-03,-1.569455730594367104e-02,2.839645538041752227e-03,4.349465586966467893e-03
-7.254555468615275261e-03,-1.520574569338722579e-02,3.075419881438557369e-03,5.422484483650366269e-03
-6.935703157413953927e-03,-1.461110209110493691e-02,3.299736828043003684e-03,6.464268550685109936e-03
-6.594982064548338130e-03,-1.391429666153851108e-02,3.512836139666959939e-03,7.463940367113598706e-03
-6.233501684232522003e-03,-1.312006800062497786e-02,3.714962403417045901e-03,8.411032909561362569e-03
-5.852347607879143654e-03,-1.223417491919240666e-02,3.906345993445754783e-03,9.295632058376300175e-03
-5.452583857281845768e-03,-1.126333433066600137e-02,4.087185028250262496e-03,1.010851161615289838e-02
-5.035256957809657215e-03,-1.021514609679695720e-02,4.257628668855666446e-03,1.084125880022118391e-02
-4.601401601190025469e-03,-9.098005880259317849e-03,4.417762080296476490e-03,1.148638831003104092e-02
-4.152047716593235127e-03,-7.921007234634114963e-03,4.567593350363987822e-03,1.203744323987804461e-02
-3.688228740976119864e-03,-6.693834325600998489e-03,4.707042625908835001e-03,1.248908130496266880e-02
-3.210990855500808587e-03,-5.426646819412334240e-03,4.835933688493014061e-03,1.283714507165545013e-02
-2.721402934770123221e-03,-4.129958593558274993e-03,4.953988148422947858e-03,1.307871512779632331e-02
-2.220566940008830530e-03,-2.814512017921779428e-03,5.060822389847311961e-03,1.321214539208700502e-02
